PROJECT VIRUS MODULE ASSEMBLY FILE, EDIT WITH CAUTION
name:HFT-8000
type:Large Base
	root
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:2
	pidx:1
	posx:-1
	posy:-1
	rotz:90.00002
	levl:0
type:Cluster Missle Launcher
	indx:5
	pidx:2
	posx:-1
	posy:-1
	rotz:90.00002
	levl:0
type:Standard Rotator
	indx:3
	pidx:1
	posx:1
	posy:-1
	rotz:90.00002
	levl:0
type:Cluster Missle Launcher
	indx:6
	pidx:3
	posx:1
	posy:-1
	rotz:90.00002
	levl:0
type:Standard Rotator
	indx:4
	pidx:1
	posx:0
	posy:1
	rotz:90.00002
	levl:0
type:3x Structural Module
	indx:7
	pidx:4
	posx:0
	posy:1
	rotz:90.00002
	levl:0
type:Small Base
	indx:14
	pidx:7
	posx:-2.500001
	posy:0.5000002
	rotz:90.00002
	levl:0
type:Small Rotator
	indx:18
	pidx:14
	posx:-2.500001
	posy:0.5000002
	rotz:90.00004
	levl:0
type:Small Machine Gun
	indx:22
	pidx:18
	posx:-2.500001
	posy:0.5000002
	rotz:90.00004
	levl:0
type:Small Base
	indx:15
	pidx:7
	posx:-2.500001
	posy:1.500001
	rotz:90.00002
	levl:0
type:Small Rotator
	indx:19
	pidx:15
	posx:-2.500001
	posy:1.500001
	rotz:90.00004
	levl:0
type:Small Machine Gun
	indx:23
	pidx:19
	posx:-2.500001
	posy:1.500001
	rotz:90.00004
	levl:0
type:Small Base
	indx:16
	pidx:7
	posx:2.500001
	posy:1.500001
	rotz:90.00002
	levl:0
type:Small Rotator
	indx:20
	pidx:16
	posx:2.500001
	posy:1.500001
	rotz:90.00004
	levl:0
type:Small Machine Gun
	indx:24
	pidx:20
	posx:2.500001
	posy:1.500001
	rotz:90.00004
	levl:0
type:Small Base
	indx:17
	pidx:7
	posx:2.500001
	posy:0.5000002
	rotz:90.00002
	levl:0
type:Small Rotator
	indx:21
	pidx:17
	posx:2.500001
	posy:0.5000002
	rotz:90.00004
	levl:0
type:Small Machine Gun
	indx:25
	pidx:21
	posx:2.500001
	posy:0.5000002
	rotz:90.00004
	levl:0
type:Standard Rotator
	indx:26
	pidx:7
	posx:-1
	posy:1
	rotz:90.00004
	levl:0
type:3x Structural Module
	indx:28
	pidx:26
	posx:-1
	posy:1
	rotz:0
	levl:0
type:Swarm Launcher
	indx:32
	pidx:28
	posx:-1
	posy:-1.000001
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:35
	pidx:28
	posx:-1
	posy:1
	rotz:90.00001
	levl:0
type:Tesla Cannon
	indx:38
	pidx:35
	posx:-1
	posy:1
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:40
	pidx:28
	posx:-1
	posy:3.000002
	rotz:90.00001
	levl:0
type:Railgun
	indx:42
	pidx:40
	posx:-1
	posy:3.000002
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:27
	pidx:7
	posx:1
	posy:1
	rotz:90.00004
	levl:0
type:3x Structural Module
	indx:29
	pidx:27
	posx:1
	posy:1
	rotz:0
	levl:0
type:Swarm Launcher
	indx:33
	pidx:29
	posx:1
	posy:-1
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:36
	pidx:29
	posx:1
	posy:1
	rotz:90.00001
	levl:0
type:Tesla Cannon
	indx:37
	pidx:36
	posx:1
	posy:1
	rotz:90.00001
	levl:0
type:Standard Rotator
	indx:41
	pidx:29
	posx:1
	posy:3.000002
	rotz:90.00001
	levl:0
type:Railgun
	indx:43
	pidx:41
	posx:1
	posy:3.000002
	rotz:90.00001
	levl:0
END OF FILE
